gt_id,startts,endts,mac_fix,sn_fix,software_version_fix,ioboard_fix
3,2019-06-02 19:20:59,2019-06-02 19:21:02,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:20:33,2019-06-02 19:20:37,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:22:10,2019-06-02 19:22:14,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:22:04,2019-06-02 19:22:13,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:21:38,2019-06-02 19:21:38,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:23:18,2019-06-02 19:23:27,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:23:08,2019-06-02 19:23:09,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:22:48,2019-06-02 19:22:49,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:24:24,2019-06-02 19:24:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:24:09,2019-06-02 19:24:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:23:57,2019-06-02 19:24:04,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:25:34,2019-06-02 19:25:35,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:25:11,2019-06-02 19:25:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:25:05,2019-06-02 19:25:15,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:26:44,2019-06-02 19:26:48,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:26:16,2019-06-02 19:26:20,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:26:13,2019-06-02 19:26:23,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:27:45,2019-06-02 19:27:50,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:27:18,2019-06-02 19:27:26,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:27:22,2019-06-02 19:27:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:28:47,2019-06-02 19:28:52,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:28:21,2019-06-02 19:28:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:28:29,2019-06-02 19:28:31,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:29:55,2019-06-02 19:29:57,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:29:30,2019-06-02 19:29:33,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:29:35,2019-06-02 19:29:44,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:31:04,2019-06-02 19:31:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:30:30,2019-06-02 19:30:38,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:30:40,2019-06-02 19:30:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:32:07,2019-06-02 19:32:08,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:31:39,2019-06-02 19:31:41,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:31:42,2019-06-02 19:31:47,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:33:16,2019-06-02 19:33:25,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:32:40,2019-06-02 19:32:48,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:32:45,2019-06-02 19:32:53,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:34:21,2019-06-02 19:34:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:33:47,2019-06-02 19:33:50,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:33:46,2019-06-02 19:33:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:35:26,2019-06-02 19:35:34,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:34:53,2019-06-02 19:34:57,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:34:46,2019-06-02 19:34:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:36:26,2019-06-02 19:36:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:35:59,2019-06-02 19:36:07,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:35:48,2019-06-02 19:35:54,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:37:33,2019-06-02 19:37:38,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:37:03,2019-06-02 19:37:10,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:36:51,2019-06-02 19:36:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:38:39,2019-06-02 19:38:48,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:38:05,2019-06-02 19:38:11,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:37:51,2019-06-02 19:37:54,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:39:47,2019-06-02 19:39:53,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:39:14,2019-06-02 19:39:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:38:54,2019-06-02 19:39:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:40:56,2019-06-02 19:40:56,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:40:23,2019-06-02 19:40:26,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:40:01,2019-06-02 19:40:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:42:01,2019-06-02 19:42:03,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:41:31,2019-06-02 19:41:40,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:41:06,2019-06-02 19:41:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:43:09,2019-06-02 19:43:17,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:42:41,2019-06-02 19:42:47,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:42:15,2019-06-02 19:42:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:44:16,2019-06-02 19:44:19,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:43:50,2019-06-02 19:44:00,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:43:16,2019-06-02 19:43:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:45:20,2019-06-02 19:45:22,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:44:53,2019-06-02 19:44:56,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:44:25,2019-06-02 19:44:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:46:26,2019-06-02 19:46:27,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:46:01,2019-06-02 19:46:08,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:45:26,2019-06-02 19:45:29,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:47:36,2019-06-02 19:47:38,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:47:01,2019-06-02 19:47:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:46:35,2019-06-02 19:46:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:48:42,2019-06-02 19:48:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:48:04,2019-06-02 19:48:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:47:37,2019-06-02 19:47:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:49:50,2019-06-02 19:49:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:49:13,2019-06-02 19:49:14,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:48:44,2019-06-02 19:48:44,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:50:53,2019-06-02 19:51:02,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:50:19,2019-06-02 19:50:23,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:49:45,2019-06-02 19:49:55,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:51:54,2019-06-02 19:52:04,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:51:20,2019-06-02 19:51:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:50:53,2019-06-02 19:51:02,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:53:02,2019-06-02 19:53:09,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:52:26,2019-06-02 19:52:26,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:51:55,2019-06-02 19:51:57,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:54:10,2019-06-02 19:54:14,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:53:28,2019-06-02 19:53:29,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:53:00,2019-06-02 19:53:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:55:11,2019-06-02 19:55:13,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:54:31,2019-06-02 19:54:35,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:54:08,2019-06-02 19:54:12,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:56:19,2019-06-02 19:56:24,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:55:40,2019-06-02 19:55:40,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:55:16,2019-06-02 19:55:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:57:21,2019-06-02 19:57:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:56:50,2019-06-02 19:56:50,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:56:20,2019-06-02 19:56:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:58:29,2019-06-02 19:58:39,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:57:51,2019-06-02 19:57:56,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:57:23,2019-06-02 19:57:30,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 19:59:37,2019-06-02 19:59:39,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:58:52,2019-06-02 19:58:54,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:58:32,2019-06-02 19:58:38,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:00:38,2019-06-02 20:00:42,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 19:59:53,2019-06-02 19:59:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 19:59:39,2019-06-02 19:59:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:01:46,2019-06-02 20:01:53,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:01:01,2019-06-02 20:01:04,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:00:42,2019-06-02 20:00:44,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:02:47,2019-06-02 20:02:48,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:02:11,2019-06-02 20:02:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:01:43,2019-06-02 20:01:49,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:03:53,2019-06-02 20:03:57,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:03:16,2019-06-02 20:03:22,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:02:50,2019-06-02 20:02:58,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:05:02,2019-06-02 20:05:10,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:04:24,2019-06-02 20:04:28,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:03:59,2019-06-02 20:04:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:06:02,2019-06-02 20:06:08,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:05:28,2019-06-02 20:05:31,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:05:00,2019-06-02 20:05:06,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:07:04,2019-06-02 20:07:12,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:06:37,2019-06-02 20:06:41,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:06:05,2019-06-02 20:06:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:08:10,2019-06-02 20:08:11,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:07:39,2019-06-02 20:07:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:07:09,2019-06-02 20:07:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:09:10,2019-06-02 20:09:11,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:08:48,2019-06-02 20:08:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:08:18,2019-06-02 20:08:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:10:12,2019-06-02 20:10:15,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:09:58,2019-06-02 20:09:58,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:09:26,2019-06-02 20:09:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:11:12,2019-06-02 20:11:18,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:11:07,2019-06-02 20:11:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:10:35,2019-06-02 20:10:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:12:14,2019-06-02 20:12:14,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:12:16,2019-06-02 20:12:22,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:11:39,2019-06-02 20:11:49,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:13:16,2019-06-02 20:13:25,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:13:16,2019-06-02 20:13:25,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:12:45,2019-06-02 20:12:52,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:14:19,2019-06-02 20:14:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:14:24,2019-06-02 20:14:28,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:13:49,2019-06-02 20:13:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:15:20,2019-06-02 20:15:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:15:30,2019-06-02 20:15:39,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:14:57,2019-06-02 20:15:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:16:27,2019-06-02 20:16:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:16:35,2019-06-02 20:16:36,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:16:05,2019-06-02 20:16:14,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:17:32,2019-06-02 20:17:33,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:17:41,2019-06-02 20:17:42,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:17:12,2019-06-02 20:17:17,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:18:32,2019-06-02 20:18:35,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:18:50,2019-06-02 20:18:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:18:20,2019-06-02 20:18:26,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:19:37,2019-06-02 20:19:46,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:19:58,2019-06-02 20:20:08,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:19:26,2019-06-02 20:19:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:20:38,2019-06-02 20:20:40,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:21:05,2019-06-02 20:21:08,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:20:31,2019-06-02 20:20:40,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:21:47,2019-06-02 20:21:47,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:22:12,2019-06-02 20:22:20,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:21:37,2019-06-02 20:21:41,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:22:47,2019-06-02 20:22:48,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:23:15,2019-06-02 20:23:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:22:43,2019-06-02 20:22:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:23:48,2019-06-02 20:23:56,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:24:19,2019-06-02 20:24:28,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:23:49,2019-06-02 20:23:50,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:24:51,2019-06-02 20:24:59,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:25:29,2019-06-02 20:25:34,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:24:53,2019-06-02 20:25:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:25:57,2019-06-02 20:26:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:26:39,2019-06-02 20:26:43,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:26:00,2019-06-02 20:26:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:27:00,2019-06-02 20:27:06,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:27:46,2019-06-02 20:27:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:27:09,2019-06-02 20:27:14,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:28:08,2019-06-02 20:28:14,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:28:56,2019-06-02 20:29:02,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:28:14,2019-06-02 20:28:18,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:29:10,2019-06-02 20:29:17,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:29:57,2019-06-02 20:30:05,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:29:21,2019-06-02 20:29:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:30:12,2019-06-02 20:30:18,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:31:04,2019-06-02 20:31:05,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:30:29,2019-06-02 20:30:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:31:17,2019-06-02 20:31:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:32:07,2019-06-02 20:32:07,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:31:32,2019-06-02 20:31:34,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:32:19,2019-06-02 20:32:27,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:33:09,2019-06-02 20:33:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:32:41,2019-06-02 20:32:47,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:33:25,2019-06-02 20:33:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:34:12,2019-06-02 20:34:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:33:42,2019-06-02 20:33:50,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:34:27,2019-06-02 20:34:29,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:35:16,2019-06-02 20:35:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:34:43,2019-06-02 20:34:53,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:35:33,2019-06-02 20:35:40,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:36:23,2019-06-02 20:36:29,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:35:51,2019-06-02 20:36:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:36:39,2019-06-02 20:36:47,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:37:28,2019-06-02 20:37:35,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:36:52,2019-06-02 20:36:53,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:37:41,2019-06-02 20:37:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:38:32,2019-06-02 20:38:42,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:38:01,2019-06-02 20:38:08,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:38:41,2019-06-02 20:38:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:39:42,2019-06-02 20:39:51,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:39:09,2019-06-02 20:39:14,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:39:45,2019-06-02 20:39:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:40:45,2019-06-02 20:40:53,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:40:12,2019-06-02 20:40:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:40:49,2019-06-02 20:40:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:41:47,2019-06-02 20:41:57,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:41:15,2019-06-02 20:41:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:41:52,2019-06-02 20:41:54,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:42:53,2019-06-02 20:42:57,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:42:22,2019-06-02 20:42:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:43:01,2019-06-02 20:43:09,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:43:58,2019-06-02 20:44:04,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:43:24,2019-06-02 20:43:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:44:09,2019-06-02 20:44:11,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:44:59,2019-06-02 20:45:06,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:44:31,2019-06-02 20:44:40,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:45:09,2019-06-02 20:45:10,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:46:06,2019-06-02 20:46:10,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:45:33,2019-06-02 20:45:43,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:46:18,2019-06-02 20:46:18,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:47:10,2019-06-02 20:47:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:46:38,2019-06-02 20:46:45,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:47:24,2019-06-02 20:47:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 20:48:18,2019-06-02 20:48:22,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 20:47:45,2019-06-02 20:47:46,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 20:48:33,2019-06-02 20:48:42,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
