gt_id,st_id,startts,endts,porterror,host_fix,port_fix,name_fix,serialno_fix,fwversion_fix,comparator_fix,devider_fix,rawpulsescounter_fix,error,stringvoltage,stringcurrent,temperature,totalwh
2,8,2019-06-02 18:23:02,2019-06-02 18:23:10,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,430,3.369,29.0,125404490
2,9,2019-06-02 18:23:02,2019-06-02 18:23:10,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,488,3.6859999,63.0,125396964
2,10,2019-06-02 18:23:02,2019-06-02 18:23:10,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,653,0.528,55.0,125390005
3,11,2019-06-02 18:22:02,2019-06-02 18:22:03,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,204,0.756,62.0,125411388
3,12,2019-06-02 18:22:02,2019-06-02 18:22:03,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,68,2.322,55.0,125404742
3,13,2019-06-02 18:22:02,2019-06-02 18:22:03,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,474,4.618,31.0,125415340
3,14,2019-06-02 18:22:02,2019-06-02 18:22:03,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,789,3.154,54.0,125403695
3,15,2019-06-02 18:22:02,2019-06-02 18:22:03,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,996,2.069,64.0,125415124
1,1,2019-06-02 18:25:34,2019-06-02 18:25:39,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,367,1.581,38.0,125411529
1,2,2019-06-02 18:25:34,2019-06-02 18:25:39,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,272,2.53,63.0,125418716
1,3,2019-06-02 18:25:34,2019-06-02 18:25:39,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,467,4.293,49.0,125412995
1,4,2019-06-02 18:25:34,2019-06-02 18:25:39,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,742,1.755,46.0,125408697
1,5,2019-06-02 18:25:34,2019-06-02 18:25:39,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,455,3.8140001,40.0,125409234
2,6,2019-06-02 18:24:03,2019-06-02 18:24:04,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,321,0.015,36.0,125408842
2,7,2019-06-02 18:24:03,2019-06-02 18:24:04,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,824,2.028,21.0,125399124
2,8,2019-06-02 18:24:03,2019-06-02 18:24:04,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,835,4.189,39.0,125406316
2,9,2019-06-02 18:24:03,2019-06-02 18:24:04,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,327,4.774,46.0,125398491
2,10,2019-06-02 18:24:03,2019-06-02 18:24:04,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,55,4.837,55.0,125391603
3,11,2019-06-02 18:23:08,2019-06-02 18:23:12,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,293,0.508,48.0,125412848
3,12,2019-06-02 18:23:08,2019-06-02 18:23:12,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,839,4.069,46.0,125406093
3,13,2019-06-02 18:23:08,2019-06-02 18:23:12,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,150,2.09,48.0,125417168
3,14,2019-06-02 18:23:08,2019-06-02 18:23:12,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,274,1.571,62.0,125405510
3,15,2019-06-02 18:23:08,2019-06-02 18:23:12,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,92,0.501,69.0,125416730
1,1,2019-06-02 18:26:41,2019-06-02 18:26:49,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,859,2.34,54.0,125413337
1,2,2019-06-02 18:26:41,2019-06-02 18:26:49,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,838,1.4990001,56.0,125419968
1,3,2019-06-02 18:26:41,2019-06-02 18:26:49,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,476,0.289,29.0,125414883
1,4,2019-06-02 18:26:41,2019-06-02 18:26:49,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,360,3.685,27.0,125409848
1,5,2019-06-02 18:26:41,2019-06-02 18:26:49,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,645,3.997,65.0,125410653
2,6,2019-06-02 18:25:10,2019-06-02 18:25:12,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,396,3.127,25.0,125410135
2,7,2019-06-02 18:25:10,2019-06-02 18:25:12,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,577,1.311,50.0,125400806
2,8,2019-06-02 18:25:10,2019-06-02 18:25:12,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,345,1.743,30.0,125407883
2,9,2019-06-02 18:25:10,2019-06-02 18:25:12,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,705,2.457,61.0,125400460
2,10,2019-06-02 18:25:10,2019-06-02 18:25:12,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,76,3.995,59.0,125393446
3,11,2019-06-02 18:24:10,2019-06-02 18:24:11,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,98,4.999,61.0,125414689
3,12,2019-06-02 18:24:10,2019-06-02 18:24:11,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,86,4.226,60.0,125407526
3,13,2019-06-02 18:24:10,2019-06-02 18:24:11,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,380,4.279,58.0,125418647
3,14,2019-06-02 18:24:10,2019-06-02 18:24:11,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,714,2.983,65.0,125406859
3,15,2019-06-02 18:24:10,2019-06-02 18:24:11,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,528,0.117,58.0,125417878
1,1,2019-06-02 18:27:50,2019-06-02 18:27:56,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,798,4.876,66.0,125414883
1,2,2019-06-02 18:27:50,2019-06-02 18:27:56,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,623,1.025,67.0,125421855
1,3,2019-06-02 18:27:50,2019-06-02 18:27:56,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,430,1.935,66.0,125416196
1,4,2019-06-02 18:27:50,2019-06-02 18:27:56,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,162,1.357,43.0,125411398
1,5,2019-06-02 18:27:50,2019-06-02 18:27:56,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,270,0.612,32.0,125412575
2,6,2019-06-02 18:26:20,2019-06-02 18:26:30,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,39,3.057,51.0,125412129
2,7,2019-06-02 18:26:20,2019-06-02 18:26:30,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,538,2.908,48.0,125402256
2,8,2019-06-02 18:26:20,2019-06-02 18:26:30,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,857,0.529,69.0,125409030
2,9,2019-06-02 18:26:20,2019-06-02 18:26:30,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,69,0.694,62.0,125401589
2,10,2019-06-02 18:26:20,2019-06-02 18:26:30,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,694,4.359,64.0,125394741
3,11,2019-06-02 18:25:18,2019-06-02 18:25:22,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,655,1.98,52.0,125416218
3,12,2019-06-02 18:25:18,2019-06-02 18:25:22,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,101,4.533,43.0,125409229
3,13,2019-06-02 18:25:18,2019-06-02 18:25:22,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,993,2.962,54.0,125419998
3,14,2019-06-02 18:25:18,2019-06-02 18:25:22,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,56,2.892,56.0,125408701
3,15,2019-06-02 18:25:18,2019-06-02 18:25:22,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,3,1.544,41.0,125419082
1,1,2019-06-02 18:28:53,2019-06-02 18:28:58,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,567,1.936,22.0,125416535
1,2,2019-06-02 18:28:53,2019-06-02 18:28:58,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,964,4.262,21.0,125423505
1,3,2019-06-02 18:28:53,2019-06-02 18:28:58,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,130,0.256,56.0,125417518
1,4,2019-06-02 18:28:53,2019-06-02 18:28:58,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,808,4.7469997,45.0,125413028
1,5,2019-06-02 18:28:53,2019-06-02 18:28:58,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,250,3.119,53.0,125413577
2,6,2019-06-02 18:27:23,2019-06-02 18:27:32,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,366,3.666,64.0,125413621
2,7,2019-06-02 18:27:23,2019-06-02 18:27:32,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,113,0.029,25.0,125403394
2,8,2019-06-02 18:27:23,2019-06-02 18:27:32,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,870,2.277,34.0,125410041
2,9,2019-06-02 18:27:23,2019-06-02 18:27:32,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,389,1.894,35.0,125402890
2,10,2019-06-02 18:27:23,2019-06-02 18:27:32,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,957,0.83,59.0,125396700
3,11,2019-06-02 18:26:20,2019-06-02 18:26:27,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,34,4.755,46.0,125417596
3,12,2019-06-02 18:26:20,2019-06-02 18:26:27,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,399,1.745,61.0,125410951
3,13,2019-06-02 18:26:20,2019-06-02 18:26:27,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,483,0.441,48.0,125421789
3,14,2019-06-02 18:26:20,2019-06-02 18:26:27,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,169,0.092,57.0,125409728
3,15,2019-06-02 18:26:20,2019-06-02 18:26:27,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,415,4.615,24.0,125420337
1,1,2019-06-02 18:29:54,2019-06-02 18:29:55,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,66,3.609,32.0,125417585
1,2,2019-06-02 18:29:54,2019-06-02 18:29:55,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,447,4.7200003,60.0,125425220
1,3,2019-06-02 18:29:54,2019-06-02 18:29:55,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,222,2.7020001,20.0,125419276
1,4,2019-06-02 18:29:54,2019-06-02 18:29:55,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,465,4.469,38.0,125414816
1,5,2019-06-02 18:29:54,2019-06-02 18:29:55,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,892,2.168,21.0,125414968
2,6,2019-06-02 18:28:31,2019-06-02 18:28:40,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,982,2.189,67.0,125415427
2,7,2019-06-02 18:28:31,2019-06-02 18:28:40,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,841,3.115,34.0,125405133
2,8,2019-06-02 18:28:31,2019-06-02 18:28:40,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,96,1.5450001,60.0,125411683
2,9,2019-06-02 18:28:31,2019-06-02 18:28:40,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,793,1.832,33.0,125404137
2,10,2019-06-02 18:28:31,2019-06-02 18:28:40,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,626,0.852,49.0,125398265
3,11,2019-06-02 18:27:24,2019-06-02 18:27:31,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,570,0.696,57.0,125418832
3,12,2019-06-02 18:27:24,2019-06-02 18:27:31,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,911,3.808,67.0,125412322
3,13,2019-06-02 18:27:24,2019-06-02 18:27:31,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,156,3.618,58.0,125422933
3,14,2019-06-02 18:27:24,2019-06-02 18:27:31,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,875,2.716,48.0,125411625
3,15,2019-06-02 18:27:24,2019-06-02 18:27:31,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,651,3.851,59.0,125421836
1,1,2019-06-02 18:30:55,2019-06-02 18:31:01,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,470,2.6430001,36.0,125418859
1,2,2019-06-02 18:30:55,2019-06-02 18:31:01,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,951,2.1529999,28.0,125426572
1,3,2019-06-02 18:30:55,2019-06-02 18:31:01,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,479,2.052,35.0,125421262
1,4,2019-06-02 18:30:55,2019-06-02 18:31:01,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,475,1.623,48.0,125416249
1,5,2019-06-02 18:30:55,2019-06-02 18:31:01,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,878,2.843,62.0,125416494
2,6,2019-06-02 18:29:41,2019-06-02 18:29:46,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,679,3.5640001,63.0,125416950
2,7,2019-06-02 18:29:41,2019-06-02 18:29:46,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,344,4.285,46.0,125406999
2,8,2019-06-02 18:29:41,2019-06-02 18:29:46,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,54,3.574,21.0,125413513
2,9,2019-06-02 18:29:41,2019-06-02 18:29:46,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,249,2.3569999,37.0,125405587
2,10,2019-06-02 18:29:41,2019-06-02 18:29:46,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,236,1.333,50.0,125399578
3,11,2019-06-02 18:28:27,2019-06-02 18:28:31,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,61,0.909,69.0,125419933
3,12,2019-06-02 18:28:27,2019-06-02 18:28:31,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,83,2.405,52.0,125413511
3,13,2019-06-02 18:28:27,2019-06-02 18:28:31,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,317,3.948,60.0,125424624
3,14,2019-06-02 18:28:27,2019-06-02 18:28:31,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,290,4.116,58.0,125413491
3,15,2019-06-02 18:28:27,2019-06-02 18:28:31,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,813,1.281,28.0,125422924
1,1,2019-06-02 18:31:55,2019-06-02 18:32:04,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,735,0.353,38.0,125420549
1,2,2019-06-02 18:31:55,2019-06-02 18:32:04,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,77,1.926,28.0,125427590
1,3,2019-06-02 18:31:55,2019-06-02 18:32:04,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,309,1.956,25.0,125422923
1,4,2019-06-02 18:31:55,2019-06-02 18:32:04,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,168,0.867,40.0,125418062
1,5,2019-06-02 18:31:55,2019-06-02 18:32:04,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,829,1.22,49.0,125417609
2,6,2019-06-02 18:30:47,2019-06-02 18:30:54,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,91,1.067,37.0,125418374
2,7,2019-06-02 18:30:47,2019-06-02 18:30:54,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,626,4.571,50.0,125408296
2,8,2019-06-02 18:30:47,2019-06-02 18:30:54,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,575,0.053,35.0,125414849
2,9,2019-06-02 18:30:47,2019-06-02 18:30:54,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,634,3.211,22.0,125406819
2,10,2019-06-02 18:30:47,2019-06-02 18:30:54,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,984,4.544,36.0,125400958
3,11,2019-06-02 18:29:34,2019-06-02 18:29:42,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,761,4.33,55.0,125421633
3,12,2019-06-02 18:29:34,2019-06-02 18:29:42,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,711,4.67,43.0,125414919
3,13,2019-06-02 18:29:34,2019-06-02 18:29:42,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,842,3.239,63.0,125426413
3,14,2019-06-02 18:29:34,2019-06-02 18:29:42,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,81,0.234,39.0,125415124
3,15,2019-06-02 18:29:34,2019-06-02 18:29:42,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,611,1.673,28.0,125424740
1,1,2019-06-02 18:32:59,2019-06-02 18:33:01,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,201,4.031,50.0,125421817
1,2,2019-06-02 18:32:59,2019-06-02 18:33:01,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,306,3.901,62.0,125429227
1,3,2019-06-02 18:32:59,2019-06-02 18:33:01,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,555,3.22,27.0,125424025
1,4,2019-06-02 18:32:59,2019-06-02 18:33:01,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,861,2.467,54.0,125419814
1,5,2019-06-02 18:32:59,2019-06-02 18:33:01,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,424,4.076,49.0,125419215
2,6,2019-06-02 18:31:54,2019-06-02 18:31:55,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,907,1.332,53.0,125419485
2,7,2019-06-02 18:31:54,2019-06-02 18:31:55,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,444,3.09,55.0,125409958
2,8,2019-06-02 18:31:54,2019-06-02 18:31:55,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,626,1.777,69.0,125416153
2,9,2019-06-02 18:31:54,2019-06-02 18:31:55,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,645,1.446,59.0,125408560
2,10,2019-06-02 18:31:54,2019-06-02 18:31:55,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,295,3.997,24.0,125402452
3,11,2019-06-02 18:30:35,2019-06-02 18:30:43,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,661,2.921,68.0,125423348
3,12,2019-06-02 18:30:35,2019-06-02 18:30:43,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,23,2.28,25.0,125416488
3,13,2019-06-02 18:30:35,2019-06-02 18:30:43,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,30,2.503,59.0,125427750
3,14,2019-06-02 18:30:35,2019-06-02 18:30:43,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,685,1.073,39.0,125416348
3,15,2019-06-02 18:30:35,2019-06-02 18:30:43,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,902,1.7639999,56.0,125426009
1,1,2019-06-02 18:34:09,2019-06-02 18:34:13,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,859,0.762,59.0,125423283
1,2,2019-06-02 18:34:09,2019-06-02 18:34:13,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,259,2.83,61.0,125431127
1,3,2019-06-02 18:34:09,2019-06-02 18:34:13,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,38,2.8470001,29.0,125425033
1,4,2019-06-02 18:34:09,2019-06-02 18:34:13,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,833,0.638,45.0,125420995
1,5,2019-06-02 18:34:09,2019-06-02 18:34:13,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,129,0.914,46.0,125420426
2,6,2019-06-02 18:33:03,2019-06-02 18:33:12,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,303,3.015,32.0,125421056
2,7,2019-06-02 18:33:03,2019-06-02 18:33:12,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,445,0.656,38.0,125411887
2,8,2019-06-02 18:33:03,2019-06-02 18:33:12,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,435,0.563,40.0,125417934
2,9,2019-06-02 18:33:03,2019-06-02 18:33:12,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,443,1.72,47.0,125410206
2,10,2019-06-02 18:33:03,2019-06-02 18:33:12,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,853,3.867,34.0,125404118
3,11,2019-06-02 18:31:39,2019-06-02 18:31:42,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,815,0.592,30.0,125424744
3,12,2019-06-02 18:31:39,2019-06-02 18:31:42,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,595,2.909,25.0,125417593
3,13,2019-06-02 18:31:39,2019-06-02 18:31:42,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,418,1.5899999,39.0,125429494
3,14,2019-06-02 18:31:39,2019-06-02 18:31:42,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,405,3.8569999,22.0,125417938
3,15,2019-06-02 18:31:39,2019-06-02 18:31:42,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,759,1.777,62.0,125427767
1,1,2019-06-02 18:35:17,2019-06-02 18:35:20,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,19,4.004,50.0,125425045
1,2,2019-06-02 18:35:17,2019-06-02 18:35:20,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,270,4.568,59.0,125433031
1,3,2019-06-02 18:35:17,2019-06-02 18:35:20,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,221,1.585,67.0,125426614
1,4,2019-06-02 18:35:17,2019-06-02 18:35:20,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,28,4.616,35.0,125422546
1,5,2019-06-02 18:35:17,2019-06-02 18:35:20,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,512,2.932,52.0,125422128
2,6,2019-06-02 18:34:09,2019-06-02 18:34:16,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,612,4.157,36.0,125422654
2,7,2019-06-02 18:34:09,2019-06-02 18:34:16,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,827,1.354,59.0,125413581
2,8,2019-06-02 18:34:09,2019-06-02 18:34:16,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,435,3.549,40.0,125419151
2,9,2019-06-02 18:34:09,2019-06-02 18:34:16,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,580,3.355,41.0,125411386
2,10,2019-06-02 18:34:09,2019-06-02 18:34:16,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,956,0.872,35.0,125405152
3,11,2019-06-02 18:32:45,2019-06-02 18:32:49,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,375,1.258,58.0,125426535
3,12,2019-06-02 18:32:45,2019-06-02 18:32:49,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,436,3.909,28.0,125418795
3,13,2019-06-02 18:32:45,2019-06-02 18:32:49,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,668,4.487,39.0,125431226
3,14,2019-06-02 18:32:45,2019-06-02 18:32:49,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,238,3.398,61.0,125419595
3,15,2019-06-02 18:32:45,2019-06-02 18:32:49,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,281,2.464,54.0,125428849
1,1,2019-06-02 18:36:25,2019-06-02 18:36:25,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,507,4.71,20.0,125426747
1,2,2019-06-02 18:36:25,2019-06-02 18:36:25,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,878,3.685,21.0,125434260
1,3,2019-06-02 18:36:25,2019-06-02 18:36:25,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,559,0.716,21.0,125427770
1,4,2019-06-02 18:36:25,2019-06-02 18:36:25,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,108,3.9190001,55.0,125423997
1,5,2019-06-02 18:36:25,2019-06-02 18:36:25,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,953,1.404,48.0,125423204
2,6,2019-06-02 18:35:16,2019-06-02 18:35:18,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,803,4.103,46.0,125424267
2,7,2019-06-02 18:35:16,2019-06-02 18:35:18,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,725,0.987,44.0,125415482
2,8,2019-06-02 18:35:16,2019-06-02 18:35:18,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,292,0.682,51.0,125420369
2,9,2019-06-02 18:35:16,2019-06-02 18:35:18,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,230,1.331,22.0,125412831
2,10,2019-06-02 18:35:16,2019-06-02 18:35:18,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,582,4.94,42.0,125406599
3,11,2019-06-02 18:33:47,2019-06-02 18:33:50,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,476,0.821,33.0,125427693
3,12,2019-06-02 18:33:47,2019-06-02 18:33:50,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,71,0.803,49.0,125420709
3,13,2019-06-02 18:33:47,2019-06-02 18:33:50,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,902,3.5440001,36.0,125432940
3,14,2019-06-02 18:33:47,2019-06-02 18:33:50,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,730,3.028,49.0,125421138
3,15,2019-06-02 18:33:47,2019-06-02 18:33:50,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,720,1.997,68.0,125430506
1,1,2019-06-02 18:37:31,2019-06-02 18:37:31,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,497,1.178,34.0,125428160
1,2,2019-06-02 18:37:31,2019-06-02 18:37:31,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,114,1.226,23.0,125436257
